Incident_ID,Date,State,City,Region,Attack_Type,Target_System,Industry,Severity,Affected_Users,Data_Compromised_GB,Financial_Loss_INR,Response_Time_Minutes,Attack_Source,Outcome,Mitigation_Method,CERT_Status,Risk_Score,DateParsed,Severity_Score,Risk_Band,SLA_Threshold_Min,SLA_Met,Country,State_Incident_Count,State_Avg_Risk,State_Avg_Response,State_HighCritical_Pct,Hotspot_Cluster,Hotspot_Cluster_Name
INC002996,03-12-2023,Karnataka,Bengaluru,South,Malware,API,Healthcare,Medium,1821,62.63,412777,89,Internal,Mitigated,EDR Isolation,Closed,58,03-12-2023,50,Medium,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC002997,12-11-2022,Gujarat,Surat,West,Phishing,Web App,Government,Low,4335,241.62,86309,16,Internal,Blocked,MFA,Escalated,16,12-11-2022,25,Low,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC002998,24-10-2023,Karnataka,New Delhi,South,Ransomware,Web App,Education,Critical,862,135.81,13725409,656,External,Under Investigation,Backup Recovery,Open,87,24-10-2023,90,Critical,240,Missed,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC002999,22-04-2024,Maharashtra,Pune,West,Malware,Email Server,Government,Medium,1533,240.4,226484,79,Internal,Mitigated,EDR Isolation,Closed,53,22-04-2024,50,Medium,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC003000,25-03-2022,Gujarat,Surat,West,DDoS,Database,Healthcare,High,3216,61.8,100614,215,External,Successful,Firewall Rules,Escalated,64,25-03-2022,70,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC003001,09-10-2022,Telangana,Warangal,South,Phishing,Email Server,Government,Medium,2736,201.89,179428,84,External,Successful,Password Reset,Escalated,55,09-10-2022,50,Medium,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC003002,10-12-2020,Kerala,Kochi,South,Phishing,Cloud Server,Telecom,Medium,4730,138.29,838086,82,External,Blocked,Password Reset,Escalated,52,10-12-2020,50,Medium,240,Met,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
INC003003,24-07-2024,Karnataka,Mysuru,South,SQL Injection,API,Government,Medium,2196,69.56,619696,165,Internal,Blocked,Patch Management,Open,46,24-07-2024,50,Medium,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003004,02-07-2024,Delhi,New Delhi,North,Insider Threat,Email Server,Healthcare,High,3345,147.77,4025312,210,Internal,Successful,Access Revocation,Open,78,02-07-2024,70,High,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC003005,18-11-2023,Delhi,New Delhi,North,Zero-Day Exploit,Network,Education,Critical,3167,64.56,18616992,165,External,Under Investigation,Emergency Patch,Open,97,18-11-2023,90,Critical,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC003006,16-05-2025,Andhra Pradesh,Vijayawada,South,Insider Threat,Web App,Government,High,587,227,3696653,178,Internal,Under Investigation,Access Revocation,Open,78,16-05-2025,70,High,240,Met,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC003007,13-10-2022,Karnataka,New Delhi,South,Malware,Database,IT,Medium,3790,117.41,755494,68,External,Blocked,EDR Isolation,Open,37,13-10-2022,50,Low,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003008,25-03-2023,Karnataka,Mysuru,South,Ransomware,Email Server,Healthcare,Critical,1775,143.89,15552569,417,External,Under Investigation,Backup Recovery,Escalated,92,25-03-2023,90,Critical,240,Missed,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003009,29-12-2024,Telangana,Warangal,South,Ransomware,Email Server,Telecom,Critical,405,223.3,11698718,617,Internal,Under Investigation,Backup Recovery,Open,87,29-12-2024,90,Critical,240,Missed,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC003010,24-03-2024,Maharashtra,Pune,West,Malware,Web App,IT,Medium,4258,22.99,831081,44,External,Mitigated,EDR Isolation,Escalated,47,24-03-2024,50,Medium,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC003011,16-12-2020,Delhi,New Delhi,North,Phishing,Email Server,Healthcare,Low,1778,60.99,78766,5,External,Mitigated,MFA,Escalated,20,16-12-2020,25,Low,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC003012,09-04-2024,West Bengal,New Delhi,South,Data Breach,API,Education,High,3944,76.76,4044139,197,Internal,Successful,Emergency Patch,Open,79,09-04-2024,70,High,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC003013,11-12-2023,Maharashtra,Pune,West,Zero-Day Exploit,Cloud Server,Education,Critical,2279,222.58,16884623,332,Internal,Successful,Emergency Patch,Open,98,11-12-2023,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC003014,19-11-2024,Tamil Nadu,Chennai,South,DDoS,Network,Retail,High,2302,218.56,3753804,179,External,Under Investigation,Firewall Rules,Closed,75,19-11-2024,70,High,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC003015,01-03-2024,Telangana,Warangal,South,DDoS,Database,Telecom,High,2427,56.71,4887636,177,External,Successful,Firewall Rules,Escalated,70,01-03-2024,70,High,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC003016,03-07-2020,Tamil Nadu,Chennai,South,Zero-Day Exploit,Email Server,Retail,Critical,4647,71.35,15720456,165,Internal,Under Investigation,Emergency Patch,Closed,93,03-07-2020,90,Critical,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC003017,10-11-2024,Kerala,Kochi,South,Zero-Day Exploit,API,Retail,Critical,3626,160.98,8542492,299,External,Successful,Emergency Patch,Open,93,10-11-2024,90,Critical,240,Missed,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
INC003018,19-12-2024,Gujarat,Surat,West,Insider Threat,Cloud Server,Government,High,573,98.29,3123354,102,Internal,Under Investigation,Access Revocation,Closed,68,19-12-2024,70,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC003019,28-08-2020,Telangana,Warangal,South,Ransomware,API,Manufacturing,Critical,700,187.65,15091618,496,Internal,Under Investigation,Backup Recovery,Closed,91,28-08-2020,90,Critical,240,Missed,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC003020,07-06-2022,Karnataka,Bengaluru,South,Insider Threat,Web App,Government,High,3279,191.91,4987475,238,Internal,Under Investigation,Access Revocation,Escalated,68,07-06-2022,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003021,05-03-2024,Telangana,Warangal,South,DDoS,Web App,Manufacturing,High,4580,195.25,3263871,189,Internal,Under Investigation,Emergency Patch,Closed,80,05-03-2024,70,Critical,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC003022,30-01-2022,Delhi,New Delhi,North,DDoS,Network,Government,High,2318,152.14,2121066,206,External,Under Investigation,Firewall Rules,Open,61,30-01-2022,70,High,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC003023,30-04-2023,Gujarat,New Delhi,West,Insider Threat,Email Server,Banking,High,700,13.62,4245745,129,External,Under Investigation,Access Revocation,Escalated,78,30-04-2023,70,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC003024,14-02-2021,Uttar Pradesh,Lucknow,North,DDoS,Cloud Server,Manufacturing,High,3649,144.61,100614,217,Internal,Successful,Firewall Rules,Escalated,67,14-02-2021,70,High,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC003025,21-06-2025,Gujarat,Surat,West,DDoS,Email Server,Manufacturing,High,3821,64.72,3032685,117,Internal,Successful,Firewall Rules,Open,74,21-06-2025,70,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC003026,01-05-2023,Telangana,Hyderabad,South,Data Breach,Network,IT,High,4756,219.77,4807738,165,External,Successful,Encryption,Open,64,01-05-2023,70,High,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC003027,28-09-2021,Andhra Pradesh,Visakhapatnam,South,Data Breach,Cloud Server,Telecom,High,2151,234.8,2345932,224,External,Successful,Encryption,Escalated,70,28-09-2021,70,High,240,Met,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC003028,30-12-2022,Andhra Pradesh,Visakhapatnam,South,Phishing,Email Server,Banking,Low,3743,153.6,35690,15,External,Blocked,MFA,Open,31,30-12-2022,25,Low,240,Met,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC003029,14-01-2021,Kerala,Kochi,South,Malware,Cloud Server,Healthcare,Medium,838,132.72,120333,32,Internal,Mitigated,EDR Isolation,Escalated,64,14-01-2021,50,High,240,Met,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
INC003030,14-01-2022,Andhra Pradesh,Visakhapatnam,South,Data Breach,Email Server,Healthcare,Critical,918,155.32,14781456,419,Internal,Successful,Encryption,Open,98,14-01-2022,90,Critical,240,Missed,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC003031,20-03-2023,Uttar Pradesh,Lucknow,North,Phishing,Network,Government,Medium,910,37.63,186578,69,External,Mitigated,Password Reset,Escalated,40,20-03-2023,50,Medium,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC003032,24-12-2024,West Bengal,Siliguri,East,Data Breach,Email Server,Retail,High,937,69.83,3927907,184,Internal,Successful,Encryption,Open,74,24-12-2024,70,High,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC003033,05-06-2021,Maharashtra,Pune,West,Data Breach,Network,Banking,Critical,4528,138.1,100614,412,Internal,Successful,Encryption,Escalated,95,05-06-2021,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC003034,22-04-2022,Maharashtra,Pune,West,Phishing,Web App,Healthcare,Low,4263,47.76,58788,12,External,Blocked,MFA,Closed,13,22-04-2022,25,Low,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC003035,12-07-2022,Maharashtra,Pune,West,Insider Threat,Web App,Banking,High,597,238.87,2532809,114,External,Successful,Access Revocation,Closed,76,12-07-2022,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC003036,12-10-2023,Gujarat,Surat,West,SQL Injection,API,Banking,Medium,855,158.51,698984,75,External,Blocked,Patch Management,Open,64,12-10-2023,50,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC003037,31-12-2020,Delhi,New Delhi,North,DDoS,Network,IT,High,3153,113.98,3875187,149,External,Under Investigation,Firewall Rules,Open,78,31-12-2020,70,High,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC003038,30-01-2025,Andhra Pradesh,Visakhapatnam,South,DDoS,Email Server,Healthcare,High,3655,2.14,1448808,102,Internal,Successful,Firewall Rules,Closed,79,30-01-2025,70,High,240,Met,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC003039,14-10-2021,Gujarat,Surat,South,Ransomware,API,IT,Critical,1346,103.39,8558723,623,External,Under Investigation,Backup Recovery,Open,94,14-10-2021,90,Critical,240,Missed,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC003040,05-01-2024,Maharashtra,Pune,West,Data Breach,Cloud Server,Government,High,918,238.42,1902388,181,External,Under Investigation,Encryption,Escalated,79,05-01-2024,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC003041,22-06-2024,Karnataka,Bengaluru,South,DDoS,Network,Banking,High,4297,169.72,2343333,206,External,Under Investigation,Firewall Rules,Closed,66,22-06-2024,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003042,21-06-2021,Telangana,Warangal,South,Data Breach,Web App,Retail,High,1084,197.7,3667110,196,External,Successful,Encryption,Escalated,75,21-06-2021,70,High,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC003043,25-01-2023,Karnataka,Mysuru,South,Data Breach,API,Education,High,2407,28.61,4441994,135,External,Successful,Encryption,Closed,62,25-01-2023,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003044,23-12-2024,Karnataka,Mysuru,South,DDoS,Network,Telecom,High,556,67.43,2653955,237,Internal,Under Investigation,Firewall Rules,Escalated,74,23-12-2024,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003045,19-03-2025,Karnataka,Mysuru,South,Insider Threat,Cloud Server,Government,High,2029,17.45,2284098,230,Internal,Under Investigation,Access Revocation,Closed,66,19-03-2025,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003046,03-01-2024,Tamil Nadu,Coimbatore,South,Phishing,Web App,IT,Low,4128,247.81,86859,19,Internal,Blocked,MFA,Closed,34,03-01-2024,25,Low,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC003047,08-09-2021,Maharashtra,Pune,West,Ransomware,Network,Education,Critical,4619,90.91,19902068,432,Internal,Under Investigation,Backup Recovery,Escalated,86,08-09-2021,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC003048,27-09-2024,Gujarat,Ahmedabad,West,Zero-Day Exploit,Email Server,Healthcare,Critical,1985,167.06,15384538,312,External,Under Investigation,Emergency Patch,Closed,91,27-09-2024,90,Critical,240,Missed,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC003049,19-06-2024,Karnataka,Bengaluru,South,Insider Threat,Cloud Server,Healthcare,High,3754,150.08,3029804,188,External,Under Investigation,Access Revocation,Closed,68,19-06-2024,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003050,26-04-2025,Andhra Pradesh,Visakhapatnam,South,Insider Threat,Cloud Server,Government,High,2365,19.43,3575874,227,External,Successful,Access Revocation,Closed,69,26-04-2025,70,High,240,Met,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC003051,04-09-2020,Gujarat,Surat,West,Malware,API,Banking,Medium,1547,4.97,100614,74,External,Successful,EDR Isolation,Closed,54,04-09-2020,50,Medium,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC003052,24-01-2021,Telangana,Hyderabad,South,Phishing,Cloud Server,Healthcare,Medium,2971,60.47,838596,80,Internal,Mitigated,Password Reset,Open,64,24-01-2021,50,High,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC003053,24-08-2023,Delhi,New Delhi,North,Data Breach,Database,Telecom,High,3116,200.12,3984920,181,Internal,Successful,Encryption,Escalated,65,24-08-2023,70,High,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC003054,20-03-2023,Telangana,Hyderabad,South,Malware,Email Server,Retail,Medium,3007,7.43,665874,31,Internal,Mitigated,EDR Isolation,Escalated,48,20-03-2023,50,Medium,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC003055,14-11-2023,Telangana,Hyderabad,South,Data Breach,API,Telecom,Critical,3833,38.04,8119612,302,External,Successful,Encryption,Escalated,81,14-11-2023,90,Critical,240,Missed,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC003056,10-05-2021,Tamil Nadu,Chennai,South,Insider Threat,Network,Manufacturing,High,3638,158.51,4211753,164,External,Under Investigation,Access Revocation,Escalated,78,10-05-2021,70,High,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC003057,11-03-2021,Karnataka,Mysuru,South,Phishing,API,Retail,Medium,3641,136.27,526325,63,Internal,Successful,Password Reset,Open,43,11-03-2021,50,Medium,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003058,05-11-2022,Delhi,New Delhi,North,Data Breach,API,Banking,Critical,2696,26.8,18762436,561,Internal,Under Investigation,Encryption,Escalated,86,05-11-2022,90,Critical,240,Missed,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC003059,09-06-2021,Uttar Pradesh,Noida,North,Zero-Day Exploit,Cloud Server,Telecom,Critical,3190,120.26,7274575,266,Internal,Under Investigation,Emergency Patch,Open,100,09-06-2021,90,Critical,240,Missed,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC003060,07-03-2024,Uttar Pradesh,Noida,North,Ransomware,Database,Education,Critical,2732,3.43,8942166,165,Internal,Successful,Backup Recovery,Closed,87,07-03-2024,90,Critical,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC003061,26-07-2024,Gujarat,Ahmedabad,West,SQL Injection,Network,Banking,Medium,1759,60.41,935954,59,External,Blocked,Patch Management,Closed,54,26-07-2024,50,Medium,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC003062,06-10-2022,Uttar Pradesh,Noida,North,Data Breach,Web App,Government,High,2091,73.35,3144305,135,Internal,Under Investigation,Encryption,Escalated,76,06-10-2022,70,High,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC003063,28-09-2021,Maharashtra,Pune,West,Data Breach,Network,Telecom,High,786,196.11,3008660,159,Internal,Successful,Encryption,Escalated,62,28-09-2021,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC003064,06-08-2020,Karnataka,New Delhi,South,DDoS,API,Education,High,3708,76.33,3752423,146,Internal,Successful,Firewall Rules,Escalated,69,06-08-2020,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003065,13-07-2024,Uttar Pradesh,Noida,North,Zero-Day Exploit,Cloud Server,Education,Critical,570,245.53,19290762,165,Internal,Under Investigation,Emergency Patch,Closed,94,13-07-2024,90,Critical,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC003066,21-05-2020,West Bengal,Kolkata,East,Zero-Day Exploit,Network,Government,Critical,4298,185.39,19744784,516,External,Successful,Emergency Patch,Closed,85,21-05-2020,90,Critical,240,Missed,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC003067,22-03-2020,Delhi,New Delhi,North,Ransomware,Database,Banking,Critical,2207,46.64,7198097,359,Internal,Successful,Backup Recovery,Escalated,91,22-03-2020,90,Critical,240,Missed,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC003068,17-06-2021,Kerala,Kochi,South,Insider Threat,Cloud Server,Banking,High,3764,6.82,1068672,192,External,Under Investigation,Access Revocation,Closed,79,17-06-2021,70,High,240,Met,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
INC003069,10-06-2023,West Bengal,New Delhi,East,Data Breach,Network,Retail,High,4055,18.76,4964298,129,External,Successful,Encryption,Escalated,80,10-06-2023,70,Critical,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC003070,26-04-2021,Karnataka,Mysuru,South,Ransomware,Email Server,Retail,Critical,2419,162.09,7785731,575,External,Under Investigation,Backup Recovery,Open,90,26-04-2021,90,Critical,240,Missed,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003071,13-11-2024,Maharashtra,Mumbai,West,Data Breach,API,Manufacturing,High,3200,144.3,4181113,165,External,Successful,Encryption,Escalated,70,13-11-2024,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC003072,19-07-2021,Maharashtra,Pune,West,Zero-Day Exploit,Cloud Server,Government,Critical,1791,147.51,8619349,296,External,Successful,Emergency Patch,Open,91,19-07-2021,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC003073,27-11-2022,West Bengal,Siliguri,East,SQL Injection,API,Manufacturing,High,4975,190.39,1318206,183,External,Successful,Patch Management,Open,72,27-11-2022,70,High,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC003074,05-07-2024,Tamil Nadu,Coimbatore,South,Data Breach,Web App,Banking,High,2201,31,2229497,101,External,Successful,Encryption,Open,70,05-07-2024,70,High,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC003075,01-11-2021,Maharashtra,Pune,West,Phishing,Database,Telecom,Low,3639,238.96,44203,12,External,Blocked,Password Reset,Open,34,01-11-2021,25,Low,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC003076,23-06-2021,Telangana,Warangal,South,Ransomware,Web App,Manufacturing,Critical,2069,9.55,12944280,343,Internal,Successful,Backup Recovery,Closed,87,23-06-2021,90,Critical,240,Missed,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC003077,10-06-2020,Maharashtra,Mumbai,West,Insider Threat,Cloud Server,Telecom,High,4650,38.94,3100724,94,External,Successful,Access Revocation,Closed,79,10-06-2020,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC003078,05-10-2023,Telangana,Hyderabad,South,Phishing,Database,Government,Low,3720,210.81,44477,19,External,Mitigated,Password Reset,Closed,26,05-10-2023,25,Low,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC003079,03-02-2025,Uttar Pradesh,Noida,North,Malware,Cloud Server,Retail,Medium,80,236.74,876240,47,External,Mitigated,EDR Isolation,Closed,58,03-02-2025,50,Medium,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC003080,27-10-2020,Telangana,Hyderabad,South,DDoS,Database,IT,High,1013,183.59,1116845,158,Internal,Successful,Emergency Patch,Escalated,70,27-10-2020,70,High,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC003081,09-03-2021,Maharashtra,Mumbai,West,DDoS,Email Server,Education,High,4232,189.95,4491492,130,Internal,Under Investigation,Firewall Rules,Escalated,67,09-03-2021,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC003082,07-03-2020,Tamil Nadu,Chennai,South,Zero-Day Exploit,Web App,Education,Critical,3862,118.47,18030526,645,External,Under Investigation,Emergency Patch,Escalated,90,07-03-2020,90,Critical,240,Missed,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC003083,06-03-2024,Karnataka,Mysuru,South,Ransomware,API,Healthcare,Critical,1351,226.9,8356508,501,External,Successful,Backup Recovery,Escalated,94,06-03-2024,90,Critical,240,Missed,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003084,12-09-2024,West Bengal,Siliguri,East,Phishing,Web App,Banking,Medium,2439,66.36,675781,39,External,Mitigated,Password Reset,Closed,43,12-09-2024,50,Medium,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC003085,04-03-2023,Andhra Pradesh,Visakhapatnam,South,Insider Threat,Database,Retail,High,2086,222.96,3919855,130,External,Under Investigation,Access Revocation,Escalated,79,04-03-2023,70,High,240,Met,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC003086,01-05-2023,Uttar Pradesh,New Delhi,North,Insider Threat,Database,Education,High,234,229.34,2037425,147,External,Under Investigation,Access Revocation,Open,77,01-05-2023,70,High,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC003087,07-02-2024,Andhra Pradesh,Visakhapatnam,South,Ransomware,Network,Healthcare,Critical,1821,242.18,13639404,270,External,Successful,Backup Recovery,Closed,90,07-02-2024,90,Critical,240,Missed,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC003088,12-05-2022,Delhi,New Delhi,North,SQL Injection,Web App,Telecom,Medium,4222,203.85,590913,73,Internal,Mitigated,Patch Management,Open,39,12-05-2022,50,Low,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC003089,25-06-2023,Tamil Nadu,Chennai,South,Data Breach,Cloud Server,Retail,Critical,1003,158.66,8525931,307,Internal,Successful,Encryption,Escalated,94,25-06-2023,90,Critical,240,Missed,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC003090,01-07-2022,Tamil Nadu,Coimbatore,South,Phishing,Database,Retail,Medium,4229,237.16,795397,80,External,Mitigated,Password Reset,Escalated,44,01-07-2022,50,Medium,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC003091,31-01-2025,Karnataka,Bengaluru,South,Phishing,Database,Banking,Low,2721,47.67,8970,10,Internal,Blocked,Password Reset,Open,11,31-01-2025,25,Low,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003092,11-11-2023,Karnataka,Mysuru,South,DDoS,Web App,Telecom,High,3997,120.03,4873450,137,Internal,Successful,Firewall Rules,Escalated,75,11-11-2023,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC003093,10-12-2022,Gujarat,Ahmedabad,West,Zero-Day Exploit,Database,Manufacturing,Critical,2088,158.51,7162763,331,Internal,Successful,Emergency Patch,Closed,100,10-12-2022,90,Critical,240,Missed,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC003094,19-05-2020,Andhra Pradesh,Visakhapatnam,South,Data Breach,Email Server,Telecom,High,4367,64.6,2911262,161,Internal,Under Investigation,Encryption,Closed,69,19-05-2020,70,High,240,Met,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC003095,24-08-2021,Kerala,Thiruvananthapuram,South,DDoS,Cloud Server,Education,High,225,118.67,3952849,123,Internal,Successful,Firewall Rules,Open,63,24-08-2021,70,High,240,Met,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
INC003096,23-07-2022,Delhi,New Delhi,North,Phishing,Network,IT,Medium,1927,172.15,874482,42,External,Blocked,Password Reset,Open,36,23-07-2022,50,Low,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC003097,01-04-2024,Delhi,New Delhi,North,SQL Injection,Database,Telecom,Medium,1631,84.24,131375,38,External,Mitigated,Patch Management,Closed,44,01-04-2024,50,Medium,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC003098,09-09-2021,Delhi,New Delhi,North,Data Breach,Database,Healthcare,High,4691,32.41,3320780,201,External,Successful,Encryption,Open,72,09-09-2021,70,High,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC003099,30-03-2024,Tamil Nadu,Chennai,South,Ransomware,Web App,IT,Critical,1007,83.66,5214488,458,Internal,Under Investigation,Backup Recovery,Closed,90,30-03-2024,90,Critical,240,Missed,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC003100,22-06-2022,Telangana,Hyderabad,South,SQL Injection,Database,Banking,Medium,1775,243.62,114222,43,Internal,Blocked,Emergency Patch,Escalated,45,22-06-2022,50,Medium,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC003101,24-06-2023,Uttar Pradesh,Lucknow,North,Phishing,Database,Telecom,Low,3579,140.64,100614,18,Internal,Blocked,Password Reset,Escalated,18,24-06-2023,25,Low,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
